companyName,aliases,region,country,city,legalEntity,registeredCapital,businessScope,categories,tier,lifecycleStatus,website,financingSummary,confidence,scopeStatus,discoveryRound,seeded,strongEvidenceCount,weakEvidenceCount,validationStatus,missingFields,primaryEvidenceUrl,evidenceCount
"Roche Diabetes Care, Inc.",,US,US,Indianapolis,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K214022,2
Roche Diagnostics,,US,US,Indianapolis,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121679,1
Romedex International Srl,,US,US,Palo Alto,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093775,1
Rtx Healthcare A/S,,Europe,DK,Noerresundby,,not_applicable_or_not_disclosed,,internet_healthcare,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041816,1
"Rubbertech Industry Co., Ltd.",,,MY,"Lumpur, Malaysia",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895743,1
Samson Taiwan Corp.,,US,US,Santa Rosa,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893102,1
"Samsung Electronics Co., Ltd.",,,KR,Suwon-Si,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181626,1
Sd Biosensor,,,KR,Suwon-Si,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151265,1
"Seabrook Medical Systems, Inc.",,US,US,Cincinnati,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902269,1
"Sedecal., Sa.",,Europe,ES,Algete,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161345,1
Seemac Reison AB Co.,,Europe,SE,Sweden,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K911739,1
"Seigla Medical, Inc.",,US,US,Buffalo,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220691,1
"Selectivemed Components, Inc.",,US,US,Mt. Vernon,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945676,1
"Sensacare , Ltd.",,,TW,"Nei Hu, Taipei",,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061935,1
Sensus Healthcare,"Sensus Healthcare, Inc.",US,US,Boca Raton,"Sensus Healthcare, Inc.",not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150037,2
"Sg Healthcare Co, Ltd.",,,KR,Seoul,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K222080,1
Shangdong Zibo Shanchuan Medical Instruments Co.,,US,US,Chino,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092000,1
"Shantou Institute of Ultrasonic Instruments Co., Ltd.",,China,CN,Shantou,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243178,1
Sharp Electronics Corp.,,US,US,Paramus,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K842200,1
"Shenzhen Bsx Technology Electronics Co., Ltd.",,China,CN,Shenzhen,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241578,1
"Shiley, Inc.",,US,US,Irvine,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,2
Shimadzu Medical Systems,,US,US,Gardena,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893637,1
"Shimadzu Precision Instruments, Inc.",,US,US,Torrance,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K940294,1
"Signifier Medical Technologies, Ltd.",,Europe,GB,London,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223446,1
Sk Med,,US,US,Van Nuys,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031860,1
"Sleep Devices, Inc.",,US,US,Kissimmee,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040161,1
"Sleep Renewal, Inc.",,US,US,Mobile,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870501,1
"Sleep Specialists, LLC",,US,US,Greenville,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,1
"Solopak Medical Products, Inc.",,US,US,Libertyville,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960661,1
Solutions For Tomorrow AB,,Europe,SE,Väckelsång,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251710,1
"Somnics, Inc.",,,TW,Hsinchu County,,not_checked_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220907,1
"Somnomed, Inc.",,US,US,Plano,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233497,1
"Sonicaid, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K812256,1
"Sound Life Sciences, Inc.",,US,US,Seattle,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211387,1
"Spectrum Dynamics Medical, Ltd.",,,IL,Caesarea,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253532,1
St Jude Medical,,US,US,Sylmar,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173232,1
"Stanford Assoc., Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K791862,1
"Sterigard, Inc.",,US,US,Boca Raton,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912083,1
"Sterne Equipment Co., Ltd.",,,CA,"Brampton, On.",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972204,1
Steven Frank Mercereau,,US,US,Conyers,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931873,1
"Strados Labs, Inc.",,US,US,Philadelphia,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220893,1
Strato Medical Corp.,,US,US,Beverly,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844627,1
Stryker Medical,,US,US,Kalamazoo,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K946149,1
Summit World Trade Corp.,,US,US,Hudson,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K901980,1
Sunrise SA,,Europe,BE,Namur,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K222262,1
Supermax Healthcare Canada-Supermax Medical,,,CA,Saint-Bruno-De-Montarville,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231005,1
Surgi-Quip Inc.U,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822427,1
"Surgikos, Inc.",,US,US,Arlington,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K875107,1
"Suzhou Zhenwu Medical Co., Ltd.",,China,CN,Suzhou,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223208,1
"Sway Medical, Inc.",,US,US,Tulsa,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241737,1
"Sweetspot Diabetes Care, Inc.",,US,US,Portland,,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,1
"Symcare Personalized Health Solutions, Inc.",,US,US,Wayne,,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,1
"Syneron Medical, Ltd.",,,IL,Yokneam Illit,,not_checked_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K050796,1
Taiping Super Holdings Sdn Bhd,,,TW,"34007 Taiping, Perak.",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931861,1
"Takara Belmont USA, Inc.",,US,US,West Cadwell,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041834,1
"Technalithics Laboratories, Inc.",,US,US,Waco,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K962951,1
Tekmedic (M) Sdn Bhd,,,MY,"Jetty, Tanjung Kling, Malacca",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121594,1
