companyName,aliases,region,country,city,legalEntity,registeredCapital,businessScope,categories,tier,lifecycleStatus,website,financingSummary,confidence,scopeStatus,discoveryRound,seeded,strongEvidenceCount,weakEvidenceCount,validationStatus,missingFields,primaryEvidenceUrl,evidenceCount
"Nanjing Perlove Medical Equipment Co., Ltd.",,China,CN,Nanjing,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212134,1
"National Medical Care, Medical Products Div., Inc.",,US,US,Rockleigh,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893612,2
Natural Cycles Nordic AB,,Europe,SE,Stockholm,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231274,1
"Nautilus Sports/Medical Industries, Inc.",,US,US,Deland,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,1
"Neteera Technologies , Ltd.",,,IL,Jerusalem,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231733,1
"Neuf, Inc.",,,KR,Jeollanam-Do,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211383,1
"Neuralace Medical, Inc.",,US,US,San Diego,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233364,1
"Neuro-Fitness, LLC",,US,US,Snoqualmie,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K062284,1
"Neurofield, Inc.",,US,US,Santa Barbara,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,1
Neurofitness,,US,US,Redmond,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895175,1
"Neuromed, Inc.",,US,US,Ft. Lauderdale,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905596,1
"Neurosigma, Inc.",,US,US,Los Angeles,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233293,2
"Neurosoft , Ltd.",,,RU,Ivanovo,,not_checked_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K190703,1
"Neurotek, Inc.",,US,US,Olathe,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K894097,1
"Neurotronics, Inc.",,US,US,Gainesville,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,1
"Neurovalens , Ltd.",Neurovalens Limited,Europe,GB,Portglenone,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,2
New Horizon Health Care,,US,US,Sandy,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K932050,1
"Nidek, Inc.",,US,US,Lake Forest,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K050336,1
"Nihon Kohden America, Inc.",,US,US,Irvine,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,1
"Nikomed U.S.A., Inc.",,US,US,Doylestown,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950473,1
"Nipro Diabetes Systems, Inc.",,US,US,Miramar,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K050312,1
Nipro Medical Corp.,,US,US,Miami,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093985,2
"Nonin Medical, Inc.",,US,US,Plymouth,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040589,1
"North East Monitoring, Inc.",,US,US,Shelton,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041901,1
"Nu Eyne Co., Ltd.",,,KR,Seoul,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,2,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K213629,2
Nucletron Corp.,,US,US,Columbia,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990990,1
"Oec-Diasonics, Inc.",,US,US,Salt Lake City,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864837,1
Omega Critical Care Limited,,Europe,GB,East Kilbride,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081776,1
Omega Results,,US,US,Dallas,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,1
Omni Sales Corp.,,US,US,Canton,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964563,1
"Oncology Systems, Inc.",,US,US,Champaign,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K051753,1
Onera B.V.,,Europe,NL,Eindhoven,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,1
Opti-Med Electronics,,US,US,Anderson,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945972,1
"Optumhealth Care Solutions, Inc.",,,CA,Dundas,,not_checked_or_not_disclosed,,internet_healthcare; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130971,1
"Orex Computed Radiography, Ltd.",,,IL,Yoqneam,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073670,1
Ortho Clinical Diagnostics,,Europe,GB,Bridgend,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231525,1
"Ortho Kinematics, Inc.",,US,US,Austin,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171617,1
"Orthopedic Equipment Co., Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K770080,1
"Orthoscan, Inc.",,US,US,Scottsdale,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K213113,1
Oxehealth Limited,,Europe,GB,Oxford,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,1
P.T. Wantong Industry,,US,US,San Gabriel,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K980215,1
Pace Medical,,US,US,Waltham,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912545,1
"Paceart, Inc.",,US,US,Hasbrouck Heights,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012407,1
Pain Management Technologies,,US,US,Akron,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073386,1
Paragon Vision Sciences,,US,US,Mesa,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974635,1
"Peak Performance Technologies, Inc.",,US,US,Centinnial,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030714,1
"Pear Therapeutics, Inc.",,US,US,San Francisco,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191716,1
"Pentax of America, Inc.",,US,US,Montvale,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231970,1
Petroff Audio Technologies,,US,US,West Hills,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974501,1
Pharmaseal Laboratories,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801146,1
"Philips Medical Systems, Inc.",,Europe,NL,5680 Da Best,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K922622,1
"Philips Medizinsysteme Boeblingen GmbH, Cardiac AN",,Europe,DE,"Boeblingen, Baden-Wuerttemberg",,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132320,1
Philips Park,,US,US,Essex,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K852128,1
Pike Medical Co.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K802101,1
Pinsco Inc. Dba B & L Engineering,,US,US,Tustin,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982425,1
"Polymedica Industries, Inc.",,US,US,"Golden,",,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K962991,1
"Power Medical Interventions, Inc.",,US,US,New Hope,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K020343,1
"Ppg Industries, Inc.",PPG INDUSTRIES INC,US,US,Lenexa,PPG INDUSTRIES INC,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912627,2
Precise Optics,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820178,1
"Pride Health Care, Inc.",,US,US,Pittston,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905271,1
"Primus, Inc.",,US,US,Kansas City,,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,1
Prosomnus Sleep Technologies,,US,US,Pleasanton,,not_applicable_or_not_disclosed,,remote_patient_monitoring; sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221889,1
Pt. Eka Wira Asia,,,ID,Medan 20112 - Indonesia,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K941056,1
Pudenz-Schulte Medical Research Corp.,,US,US,Goleta,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954409,1
Puritan Bennett Corp.,,US,US,Pleasanton,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023225,1
Quantimetrix Corp.,,US,US,Redondo Beach,,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,1
R D Intl.,,US,US,Richardson,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960312,1
R2 Corp.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832516,1
"R2 Technology, Inc.",,US,US,Sunnyvale,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041380,1
"Radiometer America, Inc.",,US,US,Mentor,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831034,1
"Ray Co., Ltd.",,US,US,Santa Rosa,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K131693,2
"Raye'S, Inc.",,US,US,Ellis,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022407,1
"Recovr,Inc",,US,US,Clemson,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,1
Redplane AG,,Europe,CH,Zug,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070412,1
Redsense Medical AB,,US,US,Fridley,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103242,1
"Rehabilitation Institute,Loma Linda University Med",,US,US,Chicago,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023572,1
"Remedy Logic, Inc.",,US,US,New York,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241108,1
"Remote Diagnostic Technologies , Ltd.",,Europe,GB,Hampshire,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133988,1
"Respiratory Care, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771975,1
"Respironics New Jersey, Inc.",,US,US,Cedar Grove,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K053203,1
"Respironics, Inc.",,US,US,Murrysville,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,1
Rich-Mar Corp.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771157,2
Richard Wolf Medical Instruments Corp.,,US,US,Vernon Hills,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K940844,2
"Rmds, Inc.",,US,US,Vancouver,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K970027,1
